Farm size (litres),Region,Solids profile,Seasonality,Price option,Attribute,Months,Value
"4,000,000 to 5,000,000",Western VIC,High,Flat,Announced to date,$/kgMS,Sep-Nov,6.521085613
"4,000,000 to 5,000,000",Western VIC,High,Flat,Announced to date,c/litre,Sep-Nov,50.14058036
"5,000,000 to 10,000,000",Western VIC,High,Flat,Announced to date,$/kgMS,Dec-Feb,6.952958414
"5,000,000 to 10,000,000",Western VIC,High,Flat,Announced to date,c/litre,Dec-Feb,56.11683127
"5,000,000 to 10,000,000",Western VIC,High,Flat,Announced to date,$/kgMS,Jul-Aug,7.1991517
"5,000,000 to 10,000,000",Western VIC,High,Flat,Announced to date,c/litre,Jul-Aug,55.00461398
"5,000,000 to 10,000,000",Western VIC,High,Flat,Announced to date,$/kgMS,Mar-Jun,7.516395714
"5,000,000 to 10,000,000",Western VIC,High,Flat,Announced to date,c/litre,Mar-Jun,61.7723205
"5,000,000 to 10,000,000",Western VIC,High,Flat,Announced to date,$/kgMS,Season,7.075936355
"5,000,000 to 10,000,000",Western VIC,High,Flat,Announced to date,c/litre,Season,56.20496558
"5,000,000 to 10,000,000",Western VIC,High,Flat,Announced to date,$/kgMS,Sep-Nov,6.555089874
"5,000,000 to 10,000,000",Western VIC,High,Flat,Announced to date,c/litre,Sep-Nov,50.40203547
"500,000 to 750,000",Northern VIC,Average,Highly seasonal,Announced to date,$/kgMS,Dec-Feb,7.08110337
"500,000 to 750,000",Northern VIC,Average,Highly seasonal,Announced to date,c/litre,Dec-Feb,52.72368954
"500,000 to 750,000",Northern VIC,Average,Highly seasonal,Announced to date,$/kgMS,Jul-Aug,7.359003611
"500,000 to 750,000",Northern VIC,Average,Highly seasonal,Announced to date,c/litre,Jul-Aug,54.13557975
"500,000 to 750,000",Northern VIC,Average,Highly seasonal,Announced to date,$/kgMS,Mar-Jun,7.413379751
"500,000 to 750,000",Northern VIC,Average,Highly seasonal,Announced to date,c/litre,Mar-Jun,58.57582092
"500,000 to 750,000",Northern VIC,Average,Highly seasonal,Announced to date,$/kgMS,Season,7.111262234
"500,000 to 750,000",Northern VIC,Average,Highly seasonal,Announced to date,c/litre,Season,56.48556306
"500,000 to 750,000",Northern VIC,Average,Highly seasonal,Announced to date,$/kgMS,Sep-Nov,6.601062698
"500,000 to 750,000",Northern VIC,Average,Highly seasonal,Announced to date,c/litre,Sep-Nov,47.85547654
"750,000 to 1,000,000",Northern VIC,Average,Highly seasonal,Announced to date,$/kgMS,Dec-Feb,6.998839481
"750,000 to 1,000,000",Northern VIC,Average,Highly seasonal,Announced to date,c/litre,Dec-Feb,52.11593356
"750,000 to 1,000,000",Northern VIC,Average,Highly seasonal,Announced to date,$/kgMS,Jul-Aug,7.38082687
"750,000 to 1,000,000",Northern VIC,Average,Highly seasonal,Announced to date,c/litre,Jul-Aug,54.29563808
"750,000 to 1,000,000",Northern VIC,Average,Highly seasonal,Announced to date,$/kgMS,Mar-Jun,7.490551785
"750,000 to 1,000,000",Northern VIC,Average,Highly seasonal,Announced to date,c/litre,Mar-Jun,59.18305588
"750,000 to 1,000,000",Northern VIC,Average,Highly seasonal,Announced to date,$/kgMS,Season,7.122572954
"750,000 to 1,000,000",Northern VIC,Average,Highly seasonal,Announced to date,c/litre,Season,53.26419144
"750,000 to 1,000,000",Northern VIC,Average,Highly seasonal,Announced to date,$/kgMS,Sep-Nov,6.612359188
"750,000 to 1,000,000",Northern VIC,Average,Highly seasonal,Announced to date,c/litre,Sep-Nov,47.9374314
"1,000,000 to 1,500,000",Northern VIC,Average,Highly seasonal,Announced to date,$/kgMS,Dec-Feb,6.697265874
"1,000,000 to 1,500,000",Northern VIC,Average,Highly seasonal,Announced to date,c/litre,Dec-Feb,49.87350327
"1,000,000 to 1,500,000",Northern VIC,Average,Highly seasonal,Announced to date,$/kgMS,Jul-Aug,7.102715112
"1,000,000 to 1,500,000",Northern VIC,Average,Highly seasonal,Announced to date,c/litre,Jul-Aug,52.24949778
"1,000,000 to 1,500,000",Northern VIC,Average,Highly seasonal,Announced to date,$/kgMS,Mar-Jun,7.205180821
"1,000,000 to 1,500,000",Northern VIC,Average,Highly seasonal,Announced to date,c/litre,Mar-Jun,56.9274191
"1,000,000 to 1,500,000",Northern VIC,Average,Highly seasonal,Announced to date,$/kgMS,Season,6.738762487
"1,000,000 to 1,500,000",Northern VIC,Average,Highly seasonal,Announced to date,c/litre,Season,50.39397104
"1,000,000 to 1,500,000",Northern VIC,Average,Highly seasonal,Announced to date,$/kgMS,Sep-Nov,6.292218525
"1,000,000 to 1,500,000",Northern VIC,Average,Highly seasonal,Announced to date,c/litre,Sep-Nov,45.61545815
"1,500,000 to 2,000,000",Northern VIC,Average,Highly seasonal,Announced to date,$/kgMS,Dec-Feb,6.707975811
"1,500,000 to 2,000,000",Northern VIC,Average,Highly seasonal,Announced to date,c/litre,Dec-Feb,49.95303016
"1,500,000 to 2,000,000",Northern VIC,Average,Highly seasonal,Announced to date,$/kgMS,Jul-Aug,7.110922303
"1,500,000 to 2,000,000",Northern VIC,Average,Highly seasonal,Announced to date,c/litre,Jul-Aug,52.30978375
"1,500,000 to 2,000,000",Northern VIC,Average,Highly seasonal,Announced to date,$/kgMS,Mar-Jun,7.214573894
"1,500,000 to 2,000,000",Northern VIC,Average,Highly seasonal,Announced to date,c/litre,Mar-Jun,57.0016435
"1,500,000 to 2,000,000",Northern VIC,Average,Highly seasonal,Announced to date,$/kgMS,Season,6.752107569
"1,500,000 to 2,000,000",Northern VIC,Average,Highly seasonal,Announced to date,c/litre,Season,50.49376855
"1,500,000 to 2,000,000",Northern VIC,Average,Highly seasonal,Announced to date,$/kgMS,Sep-Nov,6.312117305
"1,500,000 to 2,000,000",Northern VIC,Average,Highly seasonal,Announced to date,c/litre,Sep-Nov,45.7598818
"2,000,000 to 2,500,000",Northern VIC,Average,Highly seasonal,Announced to date,$/kgMS,Dec-Feb,6.753856457
"2,000,000 to 2,500,000",Northern VIC,Average,Highly seasonal,Announced to date,c/litre,Dec-Feb,50.29421038
"2,000,000 to 2,500,000",Northern VIC,Average,Highly seasonal,Announced to date,$/kgMS,Jul-Aug,7.151400708
"2,000,000 to 2,500,000",Northern VIC,Average,Highly seasonal,Announced to date,c/litre,Jul-Aug,52.60730142
"2,000,000 to 2,500,000",Northern VIC,Average,Highly seasonal,Announced to date,$/kgMS,Mar-Jun,7.256700723
"2,000,000 to 2,500,000",Northern VIC,Average,Highly seasonal,Announced to date,c/litre,Mar-Jun,57.33449306
"2,000,000 to 2,500,000",Northern VIC,Average,Highly seasonal,Announced to date,$/kgMS,Season,6.797327165
"2,000,000 to 2,500,000",Northern VIC,Average,Highly seasonal,Announced to date,c/litre,Season,50.83193078
"2,000,000 to 2,500,000",Northern VIC,Average,Highly seasonal,Announced to date,$/kgMS,Sep-Nov,6.360714714
"2,000,000 to 2,500,000",Northern VIC,Average,Highly seasonal,Announced to date,c/litre,Sep-Nov,46.11227047
"2,500,000 to 3,000,000",Northern VIC,Average,Highly seasonal,Announced to date,$/kgMS,Dec-Feb,6.785363786
"2,500,000 to 3,000,000",Northern VIC,Average,Highly seasonal,Announced to date,c/litre,Dec-Feb,50.52878869
"2,500,000 to 3,000,000",Northern VIC,Average,Highly seasonal,Announced to date,$/kgMS,Jul-Aug,7.186485573
"2,500,000 to 3,000,000",Northern VIC,Average,Highly seasonal,Announced to date,c/litre,Jul-Aug,52.8654625
"2,500,000 to 3,000,000",Northern VIC,Average,Highly seasonal,Announced to date,$/kgMS,Mar-Jun,7.288899645
"2,500,000 to 3,000,000",Northern VIC,Average,Highly seasonal,Announced to date,c/litre,Mar-Jun,57.58892301
"2,500,000 to 3,000,000",Northern VIC,Average,Highly seasonal,Announced to date,$/kgMS,Season,6.828111805
"2,500,000 to 3,000,000",Northern VIC,Average,Highly seasonal,Announced to date,c/litre,Season,51.0621452
"2,500,000 to 3,000,000",Northern VIC,Average,Highly seasonal,Announced to date,$/kgMS,Sep-Nov,6.388497703
"2,500,000 to 3,000,000",Northern VIC,Average,Highly seasonal,Announced to date,c/litre,Sep-Nov,46.31367676
"3,000,000 to 4,000,000",Northern VIC,Average,Highly seasonal,Announced to date,$/kgMS,Dec-Feb,6.824267359
"3,000,000 to 4,000,000",Northern VIC,Average,Highly seasonal,Announced to date,c/litre,Dec-Feb,50.81808324
"3,000,000 to 4,000,000",Northern VIC,Average,Highly seasonal,Announced to date,$/kgMS,Jul-Aug,7.222165944
"3,000,000 to 4,000,000",Northern VIC,Average,Highly seasonal,Announced to date,c/litre,Jul-Aug,53.12778337
"3,000,000 to 4,000,000",Northern VIC,Average,Highly seasonal,Announced to date,$/kgMS,Mar-Jun,7.324725711
"3,000,000 to 4,000,000",Northern VIC,Average,Highly seasonal,Announced to date,c/litre,Mar-Jun,57.87198484
"3,000,000 to 4,000,000",Northern VIC,Average,Highly seasonal,Announced to date,$/kgMS,Season,6.866008936
"3,000,000 to 4,000,000",Northern VIC,Average,Highly seasonal,Announced to date,c/litre,Season,51.34554841
"3,000,000 to 4,000,000",Northern VIC,Average,Highly seasonal,Announced to date,$/kgMS,Sep-Nov,6.427527907
"3,000,000 to 4,000,000",Northern VIC,Average,Highly seasonal,Announced to date,c/litre,Sep-Nov,46.59658377
"4,000,000 to 5,000,000",Northern VIC,Average,Highly seasonal,Announced to date,$/kgMS,Dec-Feb,6.846779416
"4,000,000 to 5,000,000",Northern VIC,Average,Highly seasonal,Announced to date,c/litre,Dec-Feb,50.98568198
"4,000,000 to 5,000,000",Northern VIC,Average,Highly seasonal,Announced to date,$/kgMS,Jul-Aug,7.246045755
"4,000,000 to 5,000,000",Northern VIC,Average,Highly seasonal,Announced to date,c/litre,Jul-Aug,53.30341906
"4,000,000 to 5,000,000",Northern VIC,Average,Highly seasonal,Announced to date,$/kgMS,Mar-Jun,7.34514688
"4,000,000 to 5,000,000",Northern VIC,Average,Highly seasonal,Announced to date,c/litre,Mar-Jun,58.03397692
"4,000,000 to 5,000,000",Northern VIC,Average,Highly seasonal,Announced to date,$/kgMS,Season,6.888338496
"4,000,000 to 5,000,000",Northern VIC,Average,Highly seasonal,Announced to date,c/litre,Season,51.51253385
"4,000,000 to 5,000,000",Northern VIC,Average,Highly seasonal,Announced to date,$/kgMS,Sep-Nov,6.451163105
"4,000,000 to 5,000,000",Northern VIC,Average,Highly seasonal,Announced to date,c/litre,Sep-Nov,46.76769677
"5,000,000 to 10,000,000",Northern VIC,Average,Highly seasonal,Announced to date,$/kgMS,Dec-Feb,6.893291631
"5,000,000 to 10,000,000",Northern VIC,Average,Highly seasonal,Announced to date,c/litre,Dec-Feb,51.33194877
"5,000,000 to 10,000,000",Northern VIC,Average,Highly seasonal,Announced to date,$/kgMS,Jul-Aug,7.296255762
"5,000,000 to 10,000,000",Northern VIC,Average,Highly seasonal,Announced to date,c/litre,Jul-Aug,53.67280893
"5,000,000 to 10,000,000",Northern VIC,Average,Highly seasonal,Announced to date,$/kgMS,Mar-Jun,7.394291488
"5,000,000 to 10,000,000",Northern VIC,Average,Highly seasonal,Announced to date,c/litre,Mar-Jun,58.42164857
"5,000,000 to 10,000,000",Northern VIC,Average,Highly seasonal,Announced to date,$/kgMS,Season,6.935573892
"5,000,000 to 10,000,000",Northern VIC,Average,Highly seasonal,Announced to date,c/litre,Season,51.86577069
"5,000,000 to 10,000,000",Northern VIC,Average,Highly seasonal,Announced to date,$/kgMS,Sep-Nov,6.496482208
"5,000,000 to 10,000,000",Northern VIC,Average,Highly seasonal,Announced to date,c/litre,Sep-Nov,47.09641379
"500,000 to 750,000",Northern VIC,Average,Average,Announced to date,$/kgMS,Dec-Feb,6.930716217
"500,000 to 750,000",Northern VIC,Average,Average,Announced to date,c/litre,Dec-Feb,51.61086151
"500,000 to 750,000",Northern VIC,Average,Average,Announced to date,$/kgMS,Jul-Aug,7.336223765
"500,000 to 750,000",Northern VIC,Average,Average,Announced to date,c/litre,Jul-Aug,53.96659249
"500,000 to 750,000",Northern VIC,Average,Average,Announced to date,$/kgMS,Mar-Jun,7.435535681
"500,000 to 750,000",Northern VIC,Average,Average,Announced to date,c/litre,Mar-Jun,58.74752166
"500,000 to 750,000",Northern VIC,Average,Average,Announced to date,$/kgMS,Season,6.975302426
"500,000 to 750,000",Northern VIC,Average,Average,Announced to date,c/litre,Season,52.16286954
"500,000 to 750,000",Northern VIC,Average,Average,Announced to date,$/kgMS,Sep-Nov,6.536709447
"500,000 to 750,000",Northern VIC,Average,Average,Announced to date,c/litre,Sep-Nov,47.38788809
"750,000 to 1,000,000",Northern VIC,Average,Average,Announced to date,$/kgMS,Dec-Feb,6.966610403
"750,000 to 1,000,000",Northern VIC,Average,Average,Announced to date,c/litre,Dec-Feb,51.87741478
"750,000 to 1,000,000",Northern VIC,Average,Average,Announced to date,$/kgMS,Jul-Aug,7.373181014
"750,000 to 1,000,000",Northern VIC,Average,Average,Announced to date,c/litre,Jul-Aug,54.23879326
"750,000 to 1,000,000",Northern VIC,Average,Average,Announced to date,$/kgMS,Mar-Jun,7.46477292
"750,000 to 1,000,000",Northern VIC,Average,Average,Announced to date,c/litre,Mar-Jun,58.97854754
"750,000 to 1,000,000",Northern VIC,Average,Average,Announced to date,$/kgMS,Season,7.008985782
"750,000 to 1,000,000",Northern VIC,Average,Average,Announced to date,c/litre,Season,52.54467233
"750,000 to 1,000,000",Northern VIC,Average,Average,Announced to date,$/kgMS,Sep-Nov,6.571083996
"750,000 to 1,000,000",Northern VIC,Average,Average,Announced to date,c/litre,Sep-Nov,47.63705615
"1,000,000 to 1,500,000",Northern VIC,Average,Average,Announced to date,$/kgMS,Dec-Feb,6.704031745
"1,000,000 to 1,500,000",Northern VIC,Average,Average,Announced to date,c/litre,Dec-Feb,49.92532566
"1,000,000 to 1,500,000",Northern VIC,Average,Average,Announced to date,$/kgMS,Jul-Aug,7.11694146
"1,000,000 to 1,500,000",Northern VIC,Average,Average,Announced to date,c/litre,Jul-Aug,52.35480367
"1,000,000 to 1,500,000",Northern VIC,Average,Average,Announced to date,$/kgMS,Mar-Jun,7.229521751
"1,000,000 to 1,500,000",Northern VIC,Average,Average,Announced to date,c/litre,Mar-Jun,57.11978644
"1,000,000 to 1,500,000",Northern VIC,Average,Average,Announced to date,$/kgMS,Season,6.78756039
"1,000,000 to 1,500,000",Northern VIC,Average,Average,Announced to date,c/litre,Season,50.88469969
"1,000,000 to 1,500,000",Northern VIC,Average,Average,Announced to date,$/kgMS,Sep-Nov,6.291047048
"1,000,000 to 1,500,000",Northern VIC,Average,Average,Announced to date,c/litre,Sep-Nov,45.60694254
"1,500,000 to 2,000,000",Northern VIC,Average,Average,Announced to date,$/kgMS,Dec-Feb,6.714942708
"1,500,000 to 2,000,000",Northern VIC,Average,Average,Announced to date,c/litre,Dec-Feb,50.00632957
"1,500,000 to 2,000,000",Northern VIC,Average,Average,Announced to date,$/kgMS,Jul-Aug,7.126255408
"1,500,000 to 2,000,000",Northern VIC,Average,Average,Announced to date,c/litre,Jul-Aug,52.42332252
"1,500,000 to 2,000,000",Northern VIC,Average,Average,Announced to date,$/kgMS,Mar-Jun,7.238383555
"1,500,000 to 2,000,000",Northern VIC,Average,Average,Announced to date,c/litre,Mar-Jun,57.18980446
"1,500,000 to 2,000,000",Northern VIC,Average,Average,Announced to date,$/kgMS,Season,6.799001492
"1,500,000 to 2,000,000",Northern VIC,Average,Average,Announced to date,c/litre,Season,50.97047086
"1,500,000 to 2,000,000",Northern VIC,Average,Average,Announced to date,$/kgMS,Sep-Nov,6.306236289
"1,500,000 to 2,000,000",Northern VIC,Average,Average,Announced to date,c/litre,Sep-Nov,45.71705255
"2,000,000 to 2,500,000",Northern VIC,Average,Average,Announced to date,$/kgMS,Dec-Feb,6.760974124
"2,000,000 to 2,500,000",Northern VIC,Average,Average,Announced to date,c/litre,Dec-Feb,50.34861758
"2,000,000 to 2,500,000",Northern VIC,Average,Average,Announced to date,$/kgMS,Jul-Aug,7.169945461
"2,000,000 to 2,500,000",Northern VIC,Average,Average,Announced to date,c/litre,Jul-Aug,52.74466236
"2,000,000 to 2,500,000",Northern VIC,Average,Average,Announced to date,$/kgMS,Mar-Jun,7.281983344
"2,000,000 to 2,500,000",Northern VIC,Average,Average,Announced to date,c/litre,Mar-Jun,57.53435823
"2,000,000 to 2,500,000",Northern VIC,Average,Average,Announced to date,$/kgMS,Season,6.844144369
"2,000,000 to 2,500,000",Northern VIC,Average,Average,Announced to date,c/litre,Season,51.3088961
"2,000,000 to 2,500,000",Northern VIC,Average,Average,Announced to date,$/kgMS,Sep-Nov,6.352562606
"2,000,000 to 2,500,000",Northern VIC,Average,Average,Announced to date,c/litre,Sep-Nov,46.05289266
"2,500,000 to 3,000,000",Northern VIC,Average,Average,Announced to date,$/kgMS,Dec-Feb,6.792581966
"2,500,000 to 3,000,000",Northern VIC,Average,Average,Announced to date,c/litre,Dec-Feb,50.5839344
"2,500,000 to 3,000,000",Northern VIC,Average,Average,Announced to date,$/kgMS,Jul-Aug,7.202725811
"2,500,000 to 3,000,000",Northern VIC,Average,Average,Announced to date,c/litre,Jul-Aug,52.98576289
"2,500,000 to 3,000,000",Northern VIC,Average,Average,Announced to date,$/kgMS,Mar-Jun,7.314852337
"2,500,000 to 3,000,000",Northern VIC,Average,Average,Announced to date,c/litre,Mar-Jun,57.79411448
"2,500,000 to 3,000,000",Northern VIC,Average,Average,Announced to date,$/kgMS,Season,6.876398163
"2,500,000 to 3,000,000",Northern VIC,Average,Average,Announced to date,c/litre,Season,51.550695
"2,500,000 to 3,000,000",Northern VIC,Average,Average,Announced to date,$/kgMS,Sep-Nov,6.384316253
"2,500,000 to 3,000,000",Northern VIC,Average,Average,Announced to date,c/litre,Sep-Nov,46.28312747
"3,000,000 to 4,000,000",Northern VIC,Average,Average,Announced to date,$/kgMS,Dec-Feb,6.829050008
"3,000,000 to 4,000,000",Northern VIC,Average,Average,Announced to date,c/litre,Dec-Feb,50.85535257
"3,000,000 to 4,000,000",Northern VIC,Average,Average,Announced to date,$/kgMS,Jul-Aug,7.240089637
"3,000,000 to 4,000,000",Northern VIC,Average,Average,Announced to date,c/litre,Jul-Aug,53.26056701
"3,000,000 to 4,000,000",Northern VIC,Average,Average,Announced to date,$/kgMS,Mar-Jun,7.347723712
"3,000,000 to 4,000,000",Northern VIC,Average,Average,Announced to date,c/litre,Mar-Jun,58.05371938
"3,000,000 to 4,000,000",Northern VIC,Average,Average,Announced to date,$/kgMS,Season,6.911582224
"3,000,000 to 4,000,000",Northern VIC,Average,Average,Announced to date,c/litre,Season,51.8144614
"3,000,000 to 4,000,000",Northern VIC,Average,Average,Announced to date,$/kgMS,Sep-Nov,6.420078636
"3,000,000 to 4,000,000",Northern VIC,Average,Average,Announced to date,c/litre,Sep-Nov,46.54237365
"4,000,000 to 5,000,000",Northern VIC,Average,Average,Announced to date,$/kgMS,Dec-Feb,6.847074685
"4,000,000 to 5,000,000",Northern VIC,Average,Average,Announced to date,c/litre,Dec-Feb,50.98996447
"4,000,000 to 5,000,000",Northern VIC,Average,Average,Announced to date,$/kgMS,Jul-Aug,7.263828299
"4,000,000 to 5,000,000",Northern VIC,Average,Average,Announced to date,c/litre,Jul-Aug,53.4351624
"4,000,000 to 5,000,000",Northern VIC,Average,Average,Announced to date,$/kgMS,Mar-Jun,7.370884563
"4,000,000 to 5,000,000",Northern VIC,Average,Average,Announced to date,c/litre,Mar-Jun,58.2367299
"4,000,000 to 5,000,000",Northern VIC,Average,Average,Announced to date,$/kgMS,Season,6.934450996
"4,000,000 to 5,000,000",Northern VIC,Average,Average,Announced to date,c/litre,Season,51.98590305
"4,000,000 to 5,000,000",Northern VIC,Average,Average,Announced to date,$/kgMS,Sep-Nov,6.446220732
"4,000,000 to 5,000,000",Northern VIC,Average,Average,Announced to date,c/litre,Sep-Nov,46.73218681
"5,000,000 to 10,000,000",Northern VIC,Average,Average,Announced to date,$/kgMS,Dec-Feb,6.900635452
"5,000,000 to 10,000,000",Northern VIC,Average,Average,Announced to date,c/litre,Dec-Feb,51.38801763
"5,000,000 to 10,000,000",Northern VIC,Average,Average,Announced to date,$/kgMS,Jul-Aug,7.311996933
"5,000,000 to 10,000,000",Northern VIC,Average,Average,Announced to date,c/litre,Jul-Aug,53.78943112
"5,000,000 to 10,000,000",Northern VIC,Average,Average,Announced to date,$/kgMS,Mar-Jun,7.420506248
"5,000,000 to 10,000,000",Northern VIC,Average,Average,Announced to date,c/litre,Mar-Jun,58.62892831
"5,000,000 to 10,000,000",Northern VIC,Average,Average,Announced to date,$/kgMS,Season,6.983513056
"5,000,000 to 10,000,000",Northern VIC,Average,Average,Announced to date,c/litre,Season,52.35370946
"5,000,000 to 10,000,000",Northern VIC,Average,Average,Announced to date,$/kgMS,Sep-Nov,6.491228769
"5,000,000 to 10,000,000",Northern VIC,Average,Average,Announced to date,c/litre,Sep-Nov,47.05814648
