Farm size (litres),Region,Solids profile,Seasonality,Price option,Months,% of litres
"3,000,000 to 4,000,000",Western VIC,Average,Average,Full-year estimate,Feb,0.059288209
"3,000,000 to 4,000,000",Western VIC,Average,Average,Full-year estimate,Jan,0.076429119
"3,000,000 to 4,000,000",Western VIC,Average,Average,Full-year estimate,Jul,0.090172873
"3,000,000 to 4,000,000",Western VIC,Average,Average,Full-year estimate,Jun,0.077081596
"3,000,000 to 4,000,000",Western VIC,Average,Average,Full-year estimate,Mar,0.056639004
"3,000,000 to 4,000,000",Western VIC,Average,Average,Full-year estimate,May,0.064055917
"3,000,000 to 4,000,000",Western VIC,Average,Average,Full-year estimate,Nov,0.105893557
"3,000,000 to 4,000,000",Western VIC,Average,Average,Full-year estimate,Oct,0.116765468
"3,000,000 to 4,000,000",Western VIC,Average,Average,Full-year estimate,Sep,0.107571101
"4,000,000 to 5,000,000",Western VIC,Average,Average,Full-year estimate,Apr,0.053821252
"4,000,000 to 5,000,000",Western VIC,Average,Average,Full-year estimate,Aug,0.099270706
"4,000,000 to 5,000,000",Western VIC,Average,Average,Full-year estimate,Dec,0.093011197
"4,000,000 to 5,000,000",Western VIC,Average,Average,Full-year estimate,Feb,0.059288209
"4,000,000 to 5,000,000",Western VIC,Average,Average,Full-year estimate,Jan,0.076429119
"4,000,000 to 5,000,000",Western VIC,Average,Average,Full-year estimate,Jul,0.090172873
"4,000,000 to 5,000,000",Western VIC,Average,Average,Full-year estimate,Jun,0.077081596
"4,000,000 to 5,000,000",Western VIC,Average,Average,Full-year estimate,Mar,0.056639004
"4,000,000 to 5,000,000",Western VIC,Average,Average,Full-year estimate,May,0.064055917
"4,000,000 to 5,000,000",Western VIC,Average,Average,Full-year estimate,Nov,0.105893557
"4,000,000 to 5,000,000",Western VIC,Average,Average,Full-year estimate,Oct,0.116765468
"4,000,000 to 5,000,000",Western VIC,Average,Average,Full-year estimate,Sep,0.107571101
"5,000,000 to 10,000,000",Western VIC,Average,Average,Full-year estimate,Apr,0.053821252
"5,000,000 to 10,000,000",Western VIC,Average,Average,Full-year estimate,Aug,0.099270706
"5,000,000 to 10,000,000",Western VIC,Average,Average,Full-year estimate,Dec,0.093011197
"5,000,000 to 10,000,000",Western VIC,Average,Average,Full-year estimate,Feb,0.059288209
"5,000,000 to 10,000,000",Western VIC,Average,Average,Full-year estimate,Jan,0.076429119
"5,000,000 to 10,000,000",Western VIC,Average,Average,Full-year estimate,Jul,0.090172873
"5,000,000 to 10,000,000",Western VIC,Average,Average,Full-year estimate,Jun,0.077081596
"5,000,000 to 10,000,000",Western VIC,Average,Average,Full-year estimate,Mar,0.056639004
"5,000,000 to 10,000,000",Western VIC,Average,Average,Full-year estimate,May,0.064055917
"5,000,000 to 10,000,000",Western VIC,Average,Average,Full-year estimate,Nov,0.105893557
"5,000,000 to 10,000,000",Western VIC,Average,Average,Full-year estimate,Oct,0.116765468
"5,000,000 to 10,000,000",Western VIC,Average,Average,Full-year estimate,Sep,0.107571101
"500,000 to 750,000",Western VIC,Average,Batch,Full-year estimate,Apr,0.080731879
"500,000 to 750,000",Western VIC,Average,Batch,Full-year estimate,Aug,0.089343635
"500,000 to 750,000",Western VIC,Average,Batch,Full-year estimate,Dec,0.083710078
"500,000 to 750,000",Western VIC,Average,Batch,Full-year estimate,Feb,0.071145851
"500,000 to 750,000",Western VIC,Average,Batch,Full-year estimate,Jan,0.072607663
"500,000 to 750,000",Western VIC,Average,Batch,Full-year estimate,Jul,0.076646942
"500,000 to 750,000",Western VIC,Average,Batch,Full-year estimate,Jun,0.07508061
"500,000 to 750,000",Western VIC,Average,Batch,Full-year estimate,Mar,0.079294606
"500,000 to 750,000",Western VIC,Average,Batch,Full-year estimate,May,0.080069896
"500,000 to 750,000",Western VIC,Average,Batch,Full-year estimate,Nov,0.095304201
"500,000 to 750,000",Western VIC,Average,Batch,Full-year estimate,Oct,0.099250648
"500,000 to 750,000",Western VIC,Average,Batch,Full-year estimate,Sep,0.096813991
"750,000 to 1,000,000",Western VIC,Average,Batch,Full-year estimate,Apr,0.080731879
"750,000 to 1,000,000",Western VIC,Average,Batch,Full-year estimate,Aug,0.089343635
"750,000 to 1,000,000",Western VIC,Average,Batch,Full-year estimate,Dec,0.083710078
"750,000 to 1,000,000",Western VIC,Average,Batch,Full-year estimate,Feb,0.071145851
"750,000 to 1,000,000",Western VIC,Average,Batch,Full-year estimate,Jan,0.072607663
"750,000 to 1,000,000",Western VIC,Average,Batch,Full-year estimate,Jul,0.076646942
"750,000 to 1,000,000",Western VIC,Average,Batch,Full-year estimate,Jun,0.07508061
"750,000 to 1,000,000",Western VIC,Average,Batch,Full-year estimate,Mar,0.079294606
"750,000 to 1,000,000",Western VIC,Average,Batch,Full-year estimate,May,0.080069896
"750,000 to 1,000,000",Western VIC,Average,Batch,Full-year estimate,Nov,0.095304201
"750,000 to 1,000,000",Western VIC,Average,Batch,Full-year estimate,Oct,0.099250648
"750,000 to 1,000,000",Western VIC,Average,Batch,Full-year estimate,Sep,0.096813991
"1,000,000 to 1,500,000",Western VIC,Average,Batch,Full-year estimate,Apr,0.080731879
"1,000,000 to 1,500,000",Western VIC,Average,Batch,Full-year estimate,Aug,0.089343635
"1,000,000 to 1,500,000",Western VIC,Average,Batch,Full-year estimate,Dec,0.083710078
"1,000,000 to 1,500,000",Western VIC,Average,Batch,Full-year estimate,Feb,0.071145851
"1,000,000 to 1,500,000",Western VIC,Average,Batch,Full-year estimate,Jan,0.072607663
"1,000,000 to 1,500,000",Western VIC,Average,Batch,Full-year estimate,Jul,0.076646942
"1,000,000 to 1,500,000",Western VIC,Average,Batch,Full-year estimate,Jun,0.07508061
"1,000,000 to 1,500,000",Western VIC,Average,Batch,Full-year estimate,Mar,0.079294606
"1,000,000 to 1,500,000",Western VIC,Average,Batch,Full-year estimate,May,0.080069896
"1,000,000 to 1,500,000",Western VIC,Average,Batch,Full-year estimate,Nov,0.095304201
"1,000,000 to 1,500,000",Western VIC,Average,Batch,Full-year estimate,Oct,0.099250648
"1,000,000 to 1,500,000",Western VIC,Average,Batch,Full-year estimate,Sep,0.096813991
"1,500,000 to 2,000,000",Western VIC,Average,Batch,Full-year estimate,Apr,0.080731879
"1,500,000 to 2,000,000",Western VIC,Average,Batch,Full-year estimate,Aug,0.089343635
"1,500,000 to 2,000,000",Western VIC,Average,Batch,Full-year estimate,Dec,0.083710078
"1,500,000 to 2,000,000",Western VIC,Average,Batch,Full-year estimate,Feb,0.071145851
"1,500,000 to 2,000,000",Western VIC,Average,Batch,Full-year estimate,Jan,0.072607663
"1,500,000 to 2,000,000",Western VIC,Average,Batch,Full-year estimate,Jul,0.076646942
"1,500,000 to 2,000,000",Western VIC,Average,Batch,Full-year estimate,Jun,0.07508061
"1,500,000 to 2,000,000",Western VIC,Average,Batch,Full-year estimate,Mar,0.079294606
"1,500,000 to 2,000,000",Western VIC,Average,Batch,Full-year estimate,May,0.080069896
"1,500,000 to 2,000,000",Western VIC,Average,Batch,Full-year estimate,Nov,0.095304201
"1,500,000 to 2,000,000",Western VIC,Average,Batch,Full-year estimate,Oct,0.099250648
"1,500,000 to 2,000,000",Western VIC,Average,Batch,Full-year estimate,Sep,0.096813991
"2,000,000 to 2,500,000",Western VIC,Average,Batch,Full-year estimate,Apr,0.080731879
"2,000,000 to 2,500,000",Western VIC,Average,Batch,Full-year estimate,Aug,0.089343635
"2,000,000 to 2,500,000",Western VIC,Average,Batch,Full-year estimate,Dec,0.083710078
"2,000,000 to 2,500,000",Western VIC,Average,Batch,Full-year estimate,Feb,0.071145851
"2,000,000 to 2,500,000",Western VIC,Average,Batch,Full-year estimate,Jan,0.072607663
"2,000,000 to 2,500,000",Western VIC,Average,Batch,Full-year estimate,Jul,0.076646942
"2,000,000 to 2,500,000",Western VIC,Average,Batch,Full-year estimate,Jun,0.07508061
"2,000,000 to 2,500,000",Western VIC,Average,Batch,Full-year estimate,Mar,0.079294606
"2,000,000 to 2,500,000",Western VIC,Average,Batch,Full-year estimate,May,0.080069896
"2,000,000 to 2,500,000",Western VIC,Average,Batch,Full-year estimate,Nov,0.095304201
"2,000,000 to 2,500,000",Western VIC,Average,Batch,Full-year estimate,Oct,0.099250648
"2,000,000 to 2,500,000",Western VIC,Average,Batch,Full-year estimate,Sep,0.096813991
"2,500,000 to 3,000,000",Western VIC,Average,Batch,Full-year estimate,Apr,0.080731879
"2,500,000 to 3,000,000",Western VIC,Average,Batch,Full-year estimate,Aug,0.089343635
"2,500,000 to 3,000,000",Western VIC,Average,Batch,Full-year estimate,Dec,0.083710078
"2,500,000 to 3,000,000",Western VIC,Average,Batch,Full-year estimate,Feb,0.071145851
"2,500,000 to 3,000,000",Western VIC,Average,Batch,Full-year estimate,Jan,0.072607663
"2,500,000 to 3,000,000",Western VIC,Average,Batch,Full-year estimate,Jul,0.076646942
"2,500,000 to 3,000,000",Western VIC,Average,Batch,Full-year estimate,Jun,0.07508061
"2,500,000 to 3,000,000",Western VIC,Average,Batch,Full-year estimate,Mar,0.079294606
"2,500,000 to 3,000,000",Western VIC,Average,Batch,Full-year estimate,May,0.080069896
"2,500,000 to 3,000,000",Western VIC,Average,Batch,Full-year estimate,Nov,0.095304201
"2,500,000 to 3,000,000",Western VIC,Average,Batch,Full-year estimate,Oct,0.099250648
"2,500,000 to 3,000,000",Western VIC,Average,Batch,Full-year estimate,Sep,0.096813991
"3,000,000 to 4,000,000",Western VIC,Average,Batch,Full-year estimate,Apr,0.080731879
"3,000,000 to 4,000,000",Western VIC,Average,Batch,Full-year estimate,Aug,0.089343635
"3,000,000 to 4,000,000",Western VIC,Average,Batch,Full-year estimate,Dec,0.083710078
"3,000,000 to 4,000,000",Western VIC,Average,Batch,Full-year estimate,Feb,0.071145851
"3,000,000 to 4,000,000",Western VIC,Average,Batch,Full-year estimate,Jan,0.072607663
"3,000,000 to 4,000,000",Western VIC,Average,Batch,Full-year estimate,Jul,0.076646942
"3,000,000 to 4,000,000",Western VIC,Average,Batch,Full-year estimate,Jun,0.07508061
"3,000,000 to 4,000,000",Western VIC,Average,Batch,Full-year estimate,Mar,0.079294606
"3,000,000 to 4,000,000",Western VIC,Average,Batch,Full-year estimate,May,0.080069896
"3,000,000 to 4,000,000",Western VIC,Average,Batch,Full-year estimate,Nov,0.095304201
"3,000,000 to 4,000,000",Western VIC,Average,Batch,Full-year estimate,Oct,0.099250648
"3,000,000 to 4,000,000",Western VIC,Average,Batch,Full-year estimate,Sep,0.096813991
"4,000,000 to 5,000,000",Western VIC,Average,Batch,Full-year estimate,Apr,0.080731879
"4,000,000 to 5,000,000",Western VIC,Average,Batch,Full-year estimate,Aug,0.089343635
"4,000,000 to 5,000,000",Western VIC,Average,Batch,Full-year estimate,Dec,0.083710078
"4,000,000 to 5,000,000",Western VIC,Average,Batch,Full-year estimate,Feb,0.071145851
"4,000,000 to 5,000,000",Western VIC,Average,Batch,Full-year estimate,Jan,0.072607663
"4,000,000 to 5,000,000",Western VIC,Average,Batch,Full-year estimate,Jul,0.076646942
"4,000,000 to 5,000,000",Western VIC,Average,Batch,Full-year estimate,Jun,0.07508061
"4,000,000 to 5,000,000",Western VIC,Average,Batch,Full-year estimate,Mar,0.079294606
"4,000,000 to 5,000,000",Western VIC,Average,Batch,Full-year estimate,May,0.080069896
"4,000,000 to 5,000,000",Western VIC,Average,Batch,Full-year estimate,Nov,0.095304201
"4,000,000 to 5,000,000",Western VIC,Average,Batch,Full-year estimate,Oct,0.099250648
"4,000,000 to 5,000,000",Western VIC,Average,Batch,Full-year estimate,Sep,0.096813991
"5,000,000 to 10,000,000",Western VIC,Average,Batch,Full-year estimate,Apr,0.080731879
"5,000,000 to 10,000,000",Western VIC,Average,Batch,Full-year estimate,Aug,0.089343635
"5,000,000 to 10,000,000",Western VIC,Average,Batch,Full-year estimate,Dec,0.083710078
"5,000,000 to 10,000,000",Western VIC,Average,Batch,Full-year estimate,Feb,0.071145851
"5,000,000 to 10,000,000",Western VIC,Average,Batch,Full-year estimate,Jan,0.072607663
"5,000,000 to 10,000,000",Western VIC,Average,Batch,Full-year estimate,Jul,0.076646942
"5,000,000 to 10,000,000",Western VIC,Average,Batch,Full-year estimate,Jun,0.07508061
"5,000,000 to 10,000,000",Western VIC,Average,Batch,Full-year estimate,Mar,0.079294606
"5,000,000 to 10,000,000",Western VIC,Average,Batch,Full-year estimate,May,0.080069896
"5,000,000 to 10,000,000",Western VIC,Average,Batch,Full-year estimate,Nov,0.095304201
"5,000,000 to 10,000,000",Western VIC,Average,Batch,Full-year estimate,Oct,0.099250648
"5,000,000 to 10,000,000",Western VIC,Average,Batch,Full-year estimate,Sep,0.096813991
"500,000 to 750,000",Western VIC,Average,Flat,Full-year estimate,Apr,0.08
"500,000 to 750,000",Western VIC,Average,Flat,Full-year estimate,Aug,0.083333333
"500,000 to 750,000",Western VIC,Average,Flat,Full-year estimate,Dec,0.085
"500,000 to 750,000",Western VIC,Average,Flat,Full-year estimate,Feb,0.08
"500,000 to 750,000",Western VIC,Average,Flat,Full-year estimate,Jan,0.083333333
"500,000 to 750,000",Western VIC,Average,Flat,Full-year estimate,Jul,0.08
"500,000 to 750,000",Western VIC,Average,Flat,Full-year estimate,Jun,0.083333333
"500,000 to 750,000",Western VIC,Average,Flat,Full-year estimate,Mar,0.079
"500,000 to 750,000",Western VIC,Average,Flat,Full-year estimate,May,0.08
"500,000 to 750,000",Western VIC,Average,Flat,Full-year estimate,Nov,0.088
"500,000 to 750,000",Western VIC,Average,Flat,Full-year estimate,Oct,0.09
"500,000 to 750,000",Western VIC,Average,Flat,Full-year estimate,Sep,0.088
"750,000 to 1,000,000",Western VIC,Average,Flat,Full-year estimate,Apr,0.08
"750,000 to 1,000,000",Western VIC,Average,Flat,Full-year estimate,Aug,0.083333333
"750,000 to 1,000,000",Western VIC,Average,Flat,Full-year estimate,Dec,0.085
"750,000 to 1,000,000",Western VIC,Average,Flat,Full-year estimate,Feb,0.08
"750,000 to 1,000,000",Western VIC,Average,Flat,Full-year estimate,Jan,0.083333333
"750,000 to 1,000,000",Western VIC,Average,Flat,Full-year estimate,Jul,0.08
"750,000 to 1,000,000",Western VIC,Average,Flat,Full-year estimate,Jun,0.083333333
"750,000 to 1,000,000",Western VIC,Average,Flat,Full-year estimate,Mar,0.079
"750,000 to 1,000,000",Western VIC,Average,Flat,Full-year estimate,May,0.08
"750,000 to 1,000,000",Western VIC,Average,Flat,Full-year estimate,Nov,0.088
"750,000 to 1,000,000",Western VIC,Average,Flat,Full-year estimate,Oct,0.09
"750,000 to 1,000,000",Western VIC,Average,Flat,Full-year estimate,Sep,0.088
"1,000,000 to 1,500,000",Western VIC,Average,Flat,Full-year estimate,Apr,0.08
"1,000,000 to 1,500,000",Western VIC,Average,Flat,Full-year estimate,Aug,0.083333333
"1,000,000 to 1,500,000",Western VIC,Average,Flat,Full-year estimate,Dec,0.085
"1,000,000 to 1,500,000",Western VIC,Average,Flat,Full-year estimate,Feb,0.08
"1,000,000 to 1,500,000",Western VIC,Average,Flat,Full-year estimate,Jan,0.083333333
"1,000,000 to 1,500,000",Western VIC,Average,Flat,Full-year estimate,Jul,0.08
"1,000,000 to 1,500,000",Western VIC,Average,Flat,Full-year estimate,Jun,0.083333333
"1,000,000 to 1,500,000",Western VIC,Average,Flat,Full-year estimate,Mar,0.079
"1,000,000 to 1,500,000",Western VIC,Average,Flat,Full-year estimate,May,0.08
"1,000,000 to 1,500,000",Western VIC,Average,Flat,Full-year estimate,Nov,0.088
"1,000,000 to 1,500,000",Western VIC,Average,Flat,Full-year estimate,Oct,0.09
"1,000,000 to 1,500,000",Western VIC,Average,Flat,Full-year estimate,Sep,0.088
"1,500,000 to 2,000,000",Western VIC,Average,Flat,Full-year estimate,Apr,0.08
"1,500,000 to 2,000,000",Western VIC,Average,Flat,Full-year estimate,Aug,0.083333333
"1,500,000 to 2,000,000",Western VIC,Average,Flat,Full-year estimate,Dec,0.085
"1,500,000 to 2,000,000",Western VIC,Average,Flat,Full-year estimate,Feb,0.08
"1,500,000 to 2,000,000",Western VIC,Average,Flat,Full-year estimate,Jan,0.083333333
"1,500,000 to 2,000,000",Western VIC,Average,Flat,Full-year estimate,Jul,0.08
"1,500,000 to 2,000,000",Western VIC,Average,Flat,Full-year estimate,Jun,0.083333333
"1,500,000 to 2,000,000",Western VIC,Average,Flat,Full-year estimate,Mar,0.079
"1,500,000 to 2,000,000",Western VIC,Average,Flat,Full-year estimate,May,0.08
"1,500,000 to 2,000,000",Western VIC,Average,Flat,Full-year estimate,Nov,0.088
"1,500,000 to 2,000,000",Western VIC,Average,Flat,Full-year estimate,Oct,0.09
"1,500,000 to 2,000,000",Western VIC,Average,Flat,Full-year estimate,Sep,0.088
"2,000,000 to 2,500,000",Western VIC,Average,Flat,Full-year estimate,Apr,0.08
"2,000,000 to 2,500,000",Western VIC,Average,Flat,Full-year estimate,Aug,0.083333333
"2,000,000 to 2,500,000",Western VIC,Average,Flat,Full-year estimate,Dec,0.085
"2,000,000 to 2,500,000",Western VIC,Average,Flat,Full-year estimate,Feb,0.08
"2,000,000 to 2,500,000",Western VIC,Average,Flat,Full-year estimate,Jan,0.083333333
"2,000,000 to 2,500,000",Western VIC,Average,Flat,Full-year estimate,Jul,0.08
"2,000,000 to 2,500,000",Western VIC,Average,Flat,Full-year estimate,Jun,0.083333333
"2,000,000 to 2,500,000",Western VIC,Average,Flat,Full-year estimate,Mar,0.079
"2,000,000 to 2,500,000",Western VIC,Average,Flat,Full-year estimate,May,0.08
"2,000,000 to 2,500,000",Western VIC,Average,Flat,Full-year estimate,Nov,0.088
"2,000,000 to 2,500,000",Western VIC,Average,Flat,Full-year estimate,Oct,0.09
"2,000,000 to 2,500,000",Western VIC,Average,Flat,Full-year estimate,Sep,0.088
"2,500,000 to 3,000,000",Western VIC,Average,Flat,Full-year estimate,Apr,0.08
"2,500,000 to 3,000,000",Western VIC,Average,Flat,Full-year estimate,Aug,0.083333333
"2,500,000 to 3,000,000",Western VIC,Average,Flat,Full-year estimate,Dec,0.085
"2,500,000 to 3,000,000",Western VIC,Average,Flat,Full-year estimate,Feb,0.08
"2,500,000 to 3,000,000",Western VIC,Average,Flat,Full-year estimate,Jan,0.083333333
"2,500,000 to 3,000,000",Western VIC,Average,Flat,Full-year estimate,Jul,0.08
"2,500,000 to 3,000,000",Western VIC,Average,Flat,Full-year estimate,Jun,0.083333333
"2,500,000 to 3,000,000",Western VIC,Average,Flat,Full-year estimate,Mar,0.079
"2,500,000 to 3,000,000",Western VIC,Average,Flat,Full-year estimate,May,0.08
"2,500,000 to 3,000,000",Western VIC,Average,Flat,Full-year estimate,Nov,0.088
"2,500,000 to 3,000,000",Western VIC,Average,Flat,Full-year estimate,Oct,0.09
"2,500,000 to 3,000,000",Western VIC,Average,Flat,Full-year estimate,Sep,0.088
"3,000,000 to 4,000,000",Western VIC,Average,Flat,Full-year estimate,Apr,0.08
"3,000,000 to 4,000,000",Western VIC,Average,Flat,Full-year estimate,Aug,0.083333333
"3,000,000 to 4,000,000",Western VIC,Average,Flat,Full-year estimate,Dec,0.085
"3,000,000 to 4,000,000",Western VIC,Average,Flat,Full-year estimate,Feb,0.08
"3,000,000 to 4,000,000",Western VIC,Average,Flat,Full-year estimate,Jan,0.083333333
"3,000,000 to 4,000,000",Western VIC,Average,Flat,Full-year estimate,Jul,0.08
"3,000,000 to 4,000,000",Western VIC,Average,Flat,Full-year estimate,Jun,0.083333333
"3,000,000 to 4,000,000",Western VIC,Average,Flat,Full-year estimate,Mar,0.079
"3,000,000 to 4,000,000",Western VIC,Average,Flat,Full-year estimate,May,0.08
"3,000,000 to 4,000,000",Western VIC,Average,Flat,Full-year estimate,Nov,0.088
"3,000,000 to 4,000,000",Western VIC,Average,Flat,Full-year estimate,Oct,0.09
"3,000,000 to 4,000,000",Western VIC,Average,Flat,Full-year estimate,Sep,0.088
